geometry;name;indexOfID;id
MULTIPOINT(14746489.8980003 -1494446.01372662);East Brunswick Civic Center;0;502
MULTIPOINT(14746474.3048485 -1494444.64232291);East Brunswick Civic Center;1;505
MULTIPOINT(14746310.2913935 -1492745.00480188);Winton Road at Rues Lane;2;520
MULTIPOINT(14746324.5116881 -1492744.03673699);Winton Road at Rues Lane;3;521
MULTIPOINT(14746430.6524897 -1490966.03886621);Brunswick Square Mall;4;627
MULTIPOINT(14742326.4834196 -1485775.223782);NJ 516 at Bushnell Road;5;763
MULTIPOINT(14742350.6260485 -1485774.06013314);NJ 516 at Bushnell Road;6;764
MULTIPOINT(14742276.6496084 -1484473.34293287);Civic Center;7;823
MULTIPOINT(14742985.1453042 -1484962.66982183);US 9 at Fairway Lane;8;851
MULTIPOINT(14737436.0315121 -1475198.20939296);Academy PNC Arts Center;9;981
MULTIPOINT(14742563.9899985 -1476954.37401833);;10;1227
MULTIPOINT(14738589.0976268 -1466604.09579744);Garfield Avenue at Leonardville Road;11;1951
MULTIPOINT(14739139.0318655 -1466288.75199773);NJ 36 at Main Street;12;2176
MULTIPOINT(14739168.003518 -1466268.35164426);NJ 36 at Main Street;13;2177
MULTIPOINT(14753100.8373711 -1498158.7852616);North Oaks Boulevard at Livingston Avenue;14;2490
MULTIPOINT(14753084.1264 -1498147.77142004);North Oaks Boulevard at Livingston Avenue;15;2491
MULTIPOINT(14752833.1549495 -1497225.61716329);Walmart / Burlington Coat Factory;16;2506
MULTIPOINT(14752963.9457798 -1495850.7909863);Brunswick Shopping Center;17;2560
MULTIPOINT(14754042.6122721 -1495895.1600309);Martin Gerber Apartments;18;2623
MULTIPOINT(14754080.3734407 -1495909.42664575);Martin Gerber Apartments;19;2624
MULTIPOINT(14755742.5491309 -1494129.44496587);Liberty Street;20;2715
MULTIPOINT(14755918.67991 -1494126.86952974);Paterson Street;21;2750
MULTIPOINT(14755994.6793509 -1494106.22577252);Paterson Street;22;2773
MULTIPOINT(14758674.5325318 -1495369.73362334);;23;2795
MULTIPOINT(14757054.0019408 -1495192.30946433);Saint Peter's Hospital;24;2805
MULTIPOINT(14756126.2970333 -1494089.4974417);George Street at Albany Street;25;2865
MULTIPOINT(14756164.3750259 -1494116.15643008);George Street at Albany Street;26;2866
MULTIPOINT(14756160.2290232 -1494088.76937219);George Street at Albany Street;27;2869
MULTIPOINT(14756324.8358632 -1494118.81914247);Somerset Street at George Street;28;2876
MULTIPOINT(14756287.8043916 -1494080.32815356);New Brunswick - Somerset Street at George Street;29;2881
MULTIPOINT(14756531.2455462 -1494344.02561975);Scott Hall;30;2886
MULTIPOINT(14756503.6404156 -1494100.04225071);;31;2904
MULTIPOINT(14756492.1958844 -1494067.62736871);Zimmerli Art Museum;32;2906
MULTIPOINT(14757070.9770204 -1494558.67307609);Rutgers Student Center;33;2937
MULTIPOINT(14757085.088235 -1494273.66791229);Student Activities Center;34;2962
MULTIPOINT(14758647.7708198 -1494906.70542589);;35;2986
MULTIPOINT(14750598.280407 -1494786.76158229);Main Street at Lakewood Avenue;36;3016
MULTIPOINT(14750600.3431188 -1494771.16901132);Main Street at Lakewood Avenue;37;3017
MULTIPOINT(14752490.5664313 -1494619.28659975);DeVry College of Technology;38;3096
MULTIPOINT(14752776.7777152 -1494888.48281272);Technology Centre of New Jersey;39;3097
MULTIPOINT(14750616.1673507 -1491668.40946166);NJ 18 at Tices Lane;40;3130
MULTIPOINT(14750547.1350899 -1491622.86775256);NJ 18 at Tices Lane;41;3133
MULTIPOINT(14749008.136319 -1490770.83519284);Main Street between Wilcox and Devoe;42;3186
MULTIPOINT(14749019.4818374 -1490782.42753155);Main Street between Wilcox and Devoe;43;3187
MULTIPOINT(14749217.4567139 -1490578.63903689);Main Street at Jackson Street;44;3190
MULTIPOINT(14749205.987283 -1490566.38895238);Main Street at Jackson Street;45;3191
MULTIPOINT(14749165.4948473 -1490205.03353824);Jackson Street at Wilson/Raritan Avenues;46;3196
MULTIPOINT(14753936.6271669 -1493927.99705911);Food Science Building;47;3288
MULTIPOINT(14754214.8370217 -1493915.61843478);Lipman Hall;48;3314
MULTIPOINT(14753979.3374931 -1493619.39417181);Biel Road;49;3320
MULTIPOINT(14754427.2140417 -1493966.90274061);Red Oak Lane;50;3326
MULTIPOINT(14754028.8623129 -1493267.47664637);Henderson;51;3376
MULTIPOINT(14754317.9294183 -1493478.73881903);Katzenbach;52;3382
MULTIPOINT(14755004.3915186 -1494043.36753603);Public Safety Building South;53;3433
MULTIPOINT(14755045.4502593 -1494030.82495405);Public Safety Building North;54;3434
MULTIPOINT(14755038.7878601 -1493956.89467435);Public Safety Building South;55;3439
MULTIPOINT(14754756.7592627 -1493893.29237381);Cabaret Theater;56;3465
MULTIPOINT(14754740.8648005 -1493860.00728885);College Hall;57;3467
MULTIPOINT(14755571.1679509 -1494151.4568987);Rockoff Hall;58;3510
MULTIPOINT(14754560.3829067 -1493394.38572075);Gibbons;59;3552
MULTIPOINT(14753988.1498459 -1491953.44221054);Burnet Street at Tunison Road;60;3592
MULTIPOINT(14754002.8200844 -1491945.25143158);Burnet Street at Tunison Road;61;3593
MULTIPOINT(14756012.4369772 -1492637.39304636);Raritan Avenue at 3rd Avenue;62;3666
MULTIPOINT(14756033.0091631 -1492613.63603812);Raritan Avenue at 3rd Avenue;63;3668
MULTIPOINT(14757195.2422128 -1493047.38219966);;64;3694
MULTIPOINT(14757180.407392 -1493019.76120365);;65;3695
MULTIPOINT(14757127.538025 -1490093.94535646);Route 27 at Plainfield Avenue;66;3740
MULTIPOINT(14757163.7380767 -1490067.25419807);Route 27 at Plainfield Avenue;67;3741
MULTIPOINT(14753935.4440466 -1487794.91186799);Mill Road at Saw Mill Pond Road;68;3775
MULTIPOINT(14754830.9799121 -1488372.21702334);Heller Industrial Park;69;3820
MULTIPOINT(14755171.2171119 -1487280.79029604);Middlesex County College;70;3894
MULTIPOINT(14759990.7478966 -1495040.69464345);;71;3992
MULTIPOINT(14759994.9237774 -1495020.06597842);;72;3993
MULTIPOINT(14759030.5372728 -1494881.50392649);;73;4018
MULTIPOINT(14758993.2455102 -1494754.70720132);;74;4019
MULTIPOINT(14759434.3729854 -1494920.97997096);;75;4021
MULTIPOINT(14758973.3958642 -1494737.6681695);;76;4026
MULTIPOINT(14759258.6443789 -1494378.76668034);;77;4027
MULTIPOINT(14759249.8976539 -1494365.81944516);;78;4028
MULTIPOINT(14759673.7888154 -1495025.32812302);Allison Road Classrooms;79;4034
MULTIPOINT(14759671.1226712 -1494937.55458294);;80;4035
MULTIPOINT(14759474.8842963 -1494424.36127802);Busch Campus Center;81;4042
MULTIPOINT(14759747.815808 -1494405.77595854);;82;4044
MULTIPOINT(14759766.2239339 -1494397.11070341);;83;4049
MULTIPOINT(14766821.8955481 -1495737.42706448);;84;4201
MULTIPOINT(14767006.7320056 -1491394.83866895);NJT 819 - 4th St at Rock Ave;85;4340
MULTIPOINT(14767193.160046 -1491112.85281821);4th Street at Rushmore Avenue;86;4345
MULTIPOINT(14758492.8022853 -1492449.2559187);Quads;87;4356
MULTIPOINT(14758466.7223557 -1492434.55184984);;88;4357
MULTIPOINT(14759185.1151135 -1492710.53779966);Livingston Plaza;89;4378
MULTIPOINT(14759018.1814218 -1492578.72933797);Livingston Student Center;90;4397
MULTIPOINT(14761709.9730486 -1491237.35225489);Stelton Road at Hadley Center Drive;91;4510
MULTIPOINT(14758764.0720371 -1485620.38228889);Main St at Amboy Ave;92;4662
MULTIPOINT(14758756.1716005 -1485602.80072388);Main St at Amboy Ave;93;4665
MULTIPOINT(14759302.8280626 -1485872.63238705);Center Street at Middlesex Avenue;94;4710
MULTIPOINT(14759226.739673 -1485638.61248966);New Street at Main Street;95;4715
MULTIPOINT(14759404.1886835 -1485643.77460812);Main Street at Route 27;96;4722
MULTIPOINT(14759406.7338851 -1485627.08937455);Main Street at Route 27;97;4725
MULTIPOINT(14759472.705197 -1485640.35070768);METUCHEN Main St. at NJ 27;98;4728
MULTIPOINT(14759004.3751698 -1485575.35996575);Metuchen Rail Station - Main Street at Woodbridge Avenue;99;4736
MULTIPOINT(14759002.3882929 -1485559.58735979);Metuchen Rail Station - Main Street at Woodbridge Avenue;100;4737
MULTIPOINT(14759105.1760425 -1485568.38943853);Pennsylvania Avenue at Metuchen Rail Station;101;4740
MULTIPOINT(14760873.6755633 -1486022.64786201);Plainfield Road at Oak Hills Road;102;4755
MULTIPOINT(14760900.7036489 -1486034.59871855);Plainfield Road at Paddock Court;103;4756
MULTIPOINT(14765153.8264658 -1490375.47353464);Clinton Avenue at New Market Avenue;104;4791
MULTIPOINT(14765148.8947513 -1490354.16889877);Clinton Avenue at New Market Avenue;105;4792
MULTIPOINT(14765527.4226657 -1489100.11614958);Plainfield Avenue at Sampton Avenue;106;4861
MULTIPOINT(14765534.0170057 -1489119.98924114);Plainfield Avenue at Sampton Avenue;107;4862
MULTIPOINT(14762336.3118008 -1485902.38231699);Plainfield Road at Stephenville Parkway;108;4929
MULTIPOINT(14762335.4585079 -1485881.84144732);Plainfield Road at Stephenville Parkway;109;4930
MULTIPOINT(14762447.5846726 -1484276.37943679);Grove Avenue at Oak Tree Road;110;4943
MULTIPOINT(14762466.5501054 -1484263.09199885);Grove Avenue at Oak Tree Road;111;4945
MULTIPOINT(14763336.925208 -1485831.20791198);Plainfield Road at Oak Tree Road;112;4946
MULTIPOINT(14763332.2700407 -1485808.85204263);Plainfield Road at Oak Tree Road;113;4947
MULTIPOINT(14763896.6930224 -1484170.54160942);Grove Avenue at New Dover Road;114;5014
MULTIPOINT(14749430.6696047 -1483892.67321521);Washington Road at Ernston Road;115;5181
MULTIPOINT(14749452.4645637 -1483894.39587377);Washington Road at Ernston Road;116;5182
MULTIPOINT(14749096.7305726 -1481857.3581506);;117;5258
MULTIPOINT(14749110.9559708 -1481796.07336606);Academy Bus Cheesequake;118;5259
MULTIPOINT(14748649.14455 -1480593.43129335);Pine Avenue at Armstrong Street / Parker Street;119;5287
MULTIPOINT(14748665.7814732 -1480578.3543555);Pine Avenue at Armstrong Street / Parker Street;120;5288
MULTIPOINT(14754424.7365118 -1486069.26530288);Newfield Avenue at Fernwood Avenue;121;5324
MULTIPOINT(14755293.49849 -1485183.94043037);Fieldcrest Avenue at Northfield Avenue;122;5331
MULTIPOINT(14750778.8745342 -1480493.3266574);Broadway at Augusta Street;123;5438
MULTIPOINT(14750758.878458 -1480467.27014866);Broadway at Augusta Street;124;5439
MULTIPOINT(14753794.8856861 -1479415.92375203);Smith Street at Davidson Avenue;125;5505
MULTIPOINT(14753524.1646575 -1479038.5691046);Perth Amboy Rail Station;126;5506
MULTIPOINT(14753538.833112 -1479029.17438539);Perth Amboy Rail Station;127;5507
MULTIPOINT(14753238.8947327 -1478642.76023565);State Street at Smith Street;128;5514
MULTIPOINT(14753259.3835371 -1478615.61646405);State Street at Smith Street;129;5518
MULTIPOINT(14743740.2950063 -1475203.26610961);Broad Street at Front Street;130;5647
MULTIPOINT(14744437.3232388 -1477151.98949509);NJ 35 at Cliffwood Avenue;131;5576
MULTIPOINT(14744401.0645708 -1477094.0550224);NJ 35 at Cliffwood Avenue;132;5579
MULTIPOINT(14746945.7403836 -1478458.8404594);NJ 35 at Laurence Parkway;133;5592
MULTIPOINT(14746897.1014405 -1478402.53317844);NJ 35 at Laurence Parkway;134;5598
MULTIPOINT(14743741.1137139 -1475218.23915249);Broad Street at Front Street;135;5646
MULTIPOINT(14753096.1040508 -1478448.14100294);Smith Street at High Street;136;5785
MULTIPOINT(14753114.8297997 -1478436.00955235);High Street at Smith Street;137;5795
MULTIPOINT(14753520.3996434 -1477993.75679482);Rector Street at Washington Street;138;5812
MULTIPOINT(14753510.2263825 -1477978.4935394);Rector Street at Washington Street;139;5813
MULTIPOINT(14752184.2907857 -1476523.70072792);;140;5966
MULTIPOINT(14752205.5086536 -1476521.19225955);;141;5970
MULTIPOINT(14756223.8510408 -1484315.88230768);Raritan Center Parkway at McGaw Drive;142;6279
MULTIPOINT(14758448.960367 -1484943.18841681);Amboy Avenue at James Place;143;6312
MULTIPOINT(14758469.2214246 -1484948.63663872);Amboy Avenue at Carson Avenue;144;6313
MULTIPOINT(14758284.0763591 -1484568.28177655);Amboy Avenue at Pierson Avenue;145;6319
MULTIPOINT(14758300.0485706 -1484561.25267299);Amboy Avenue at Pierson Avenue;146;6321
MULTIPOINT(14756558.3483002 -1481948.58871777);New Brunswick Avenue at Corrielle Street;147;6360
MULTIPOINT(14756571.4090268 -1481942.08842576);New Brunswick Avenue at Corrielle Street;148;6361
MULTIPOINT(14758957.2209184 -1482916.9215791);Parsonage Road at Lafayette Avenue;149;6488
MULTIPOINT(14757625.2040555 -1481973.71347874);Ford Avenue at Main Street;150;6387
MULTIPOINT(14757680.2205108 -1481944.92957028);Ford Avenue at Main Street;151;6388
MULTIPOINT(14759162.9559264 -1483325.10216064);Menlo Park Mall;152;6423
MULTIPOINT(14760743.1191293 -1484207.11056443);JFK Medical Center;153;6448
MULTIPOINT(14760747.6763214 -1484158.61698273);JFK Medical Center;154;6449
MULTIPOINT(14758947.7453115 -1482945.34089559);Parsonage Road at Lafayette Avenue;155;6486
MULTIPOINT(14758945.2021165 -1481886.5328475);Ford Avenue at Webb Drive;156;6503
MULTIPOINT(14758946.0194855 -1481872.41469849);Ford Avenue at Webb Drive;157;6504
MULTIPOINT(14760059.8418 -1480755.49237842);Woodbridge Corporate Center;158;6531
MULTIPOINT(14758451.1483841 -1479967.23637578);Woodbridge Center Drive at Plaza Drive;159;6610
MULTIPOINT(14759276.1561299 -1480125.31545441);Woodbridge Center Drive at Woodbridge Terrace;160;6627
MULTIPOINT(14759381.6057762 -1480011.41829645);Woodbridge Center Mall;161;6645
MULTIPOINT(14758627.125798 -1478500.78320451);Amboy Avenue at Main Street;162;6674
